tag,path,decision,reason
MS_heat_n4_twin_s777,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_heat_n4_twin_s777.pt,excluded,same tag already loaded from WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_twin_s777.pt
MS_heat_n4_twin_s8080,WISER Results/Phase 2/Djabon Phase 2/Tiers12_multi_seed/qapinn_runs/checkpoints/MS_heat_n4_twin_s8080.pt,kept,
T1_burgers_q3,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q3/qapinn_runs/checkpoints/T1_burgers_q3.pt,kept,
T1_burgers_q4,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q3/qapinn_runs/checkpoints/T1_burgers_q4.pt,kept,
T1_burgers_q5,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q3/qapinn_runs/checkpoints/T1_burgers_q5.pt,kept,
T1_heat_q3,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q3/qapinn_runs/checkpoints/T1_heat_q3.pt,kept,
T1_heat_q4,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q3/qapinn_runs/checkpoints/T1_heat_q4.pt,kept,
T1_heat_q5,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q3/qapinn_runs/checkpoints/T1_heat_q5.pt,kept,
T2_hero_q5,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q3/qapinn_runs/checkpoints/T2_hero_q5.pt,kept,
T2_smoke_q3,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q3/qapinn_runs/checkpoints/T2_smoke_q3.pt,kept,
V5_burgers_q3,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q38_more_iter/qapinn_runs/checkpoints/V5_burgers_q3.pt,kept,
V5_burgers_q4,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q38_more_iter/qapinn_runs/checkpoints/V5_burgers_q4.pt,kept,
V5_burgers_q5,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q38_more_iter/qapinn_runs/checkpoints/V5_burgers_q5.pt,kept,
V5_burgers_q6,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q38_more_iter/qapinn_runs/checkpoints/V5_burgers_q6.pt,kept,
V5_burgers_q7,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q38_more_iter/qapinn_runs/checkpoints/V5_burgers_q7.pt,kept,
V5_burgers_q8,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q38_more_iter/qapinn_runs/checkpoints/V5_burgers_q8.pt,kept,
V5_heat_q3,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q38_more_iter/qapinn_runs/checkpoints/V5_heat_q3.pt,kept,
V5_heat_q4,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q38_more_iter/qapinn_runs/checkpoints/V5_heat_q4.pt,kept,
V5_heat_q5,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q38_more_iter/qapinn_runs/checkpoints/V5_heat_q5.pt,kept,
V5_heat_q6,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q38_more_iter/qapinn_runs/checkpoints/V5_heat_q6.pt,kept,
V5_heat_q7,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q38_more_iter/qapinn_runs/checkpoints/V5_heat_q7.pt,kept,
V5_heat_q8,WISER Results/Phase 2/Djabon Phase 2/Tiers12_q38_more_iter/qapinn_runs/checkpoints/V5_heat_q8.pt,kept,
B10_q5_all_expval_v3,WISER Results/Phase 2/Roland phase 2/wiser/qapinn_runs/checkpoints/B10_q5_all_expval_v3.pt,kept,
B11_q4_depth3_v3,WISER Results/Phase 2/Roland phase 2/wiser/qapinn_runs/checkpoints/B11_q4_depth3_v3.pt,excluded,tag did not parse
B12_q4_depth9_v3,WISER Results/Phase 2/Roland phase 2/wiser/qapinn_runs/checkpoints/B12_q4_depth9_v3.pt,excluded,tag did not parse
B13_q6_linear_expval_v3,WISER Results/Phase 2/Roland phase 2/wiser/qapinn_runs/checkpoints/B13_q6_linear_expval_v3.pt,kept,
B14_q7_linear_expval_v3,WISER Results/Phase 2/Roland phase 2/wiser/qapinn_runs/checkpoints/B14_q7_linear_expval_v3.pt,kept,
B1_q3_linear_expval_v3,WISER Results/Phase 2/Roland phase 2/wiser/qapinn_runs/checkpoints/B1_q3_linear_expval_v3.pt,kept,
B2_q4_linear_expval_v3,WISER Results/Phase 2/Roland phase 2/wiser/qapinn_runs/checkpoints/B2_q4_linear_expval_v3.pt,kept,
B3_q5_linear_expval_v3,WISER Results/Phase 2/Roland phase 2/wiser/qapinn_runs/checkpoints/B3_q5_linear_expval_v3.pt,kept,
B4_q3_none_expval_v3,WISER Results/Phase 2/Roland phase 2/wiser/qapinn_runs/checkpoints/B4_q3_none_expval_v3.pt,kept,
B5_q4_none_expval_v3,WISER Results/Phase 2/Roland phase 2/wiser/qapinn_runs/checkpoints/B5_q4_none_expval_v3.pt,kept,
B6_q5_none_expval_v3,WISER Results/Phase 2/Roland phase 2/wiser/qapinn_runs/checkpoints/B6_q5_none_expval_v3.pt,kept,
B7_q3_linear_probs_v3,WISER Results/Phase 2/Roland phase 2/wiser/qapinn_runs/checkpoints/B7_q3_linear_probs_v3.pt,kept,
B8_q4_linear_probs_v3,WISER Results/Phase 2/Roland phase 2/wiser/qapinn_runs/checkpoints/B8_q4_linear_probs_v3.pt,kept,
B9_q5_linear_probs_v3,WISER Results/Phase 2/Roland phase 2/wiser/qapinn_runs/checkpoints/B9_q5_linear_probs_v3.pt,kept,
